player_name,cricsheet_id,cricinfo_id,unique_name,match_method,resolved,balls_bowled,is_bowler,wikidata_item,enwiki_title,enwiki_rev_id,enwiki_rev_timestamp,batting_style,bowling_style,playing_role,infobox_template,player_name_norm,cricsheet_id_norm
Rizwan Butt,e741ed8f,1344829.0,Rizwan Butt,unique_name,True,1849,True,,,,,,,,,rizwan butt,e741ed8f
Pavandeep Singh,78fcc740,633641.0,Pavandeep Singh,unique_name,True,1847,True,http://www.wikidata.org/entity/Q18387202,Pavandeep Singh,1313604706.0,2025-09-27T04:14:32Z,Right-handed,Slow left-arm orthodox,,Infobox cricketer,pavandeep singh,78fcc740
H Ssenyondo,2b7609f1,420490.0,H Ssenyondo,unique_name,True,1635,True,http://www.wikidata.org/entity/Q18349169,Henry Ssenyondo,1263917600.0,2024-12-19T11:05:12Z,,,,,h ssenyondo,2b7609f1
BM Scholtz,e85d03d6,330223.0,BM Scholtz,unique_name,True,1612,True,http://www.wikidata.org/entity/Q4893629,Bernard Scholtz,1336176049.0,2026-02-02T08:55:08Z,Right-handed,Slow left-arm orthodox,,Infobox cricketer,bm scholtz,e85d03d6
S Lamichhane,b410bd3d,960361.0,S Lamichhane,unique_name,True,1603,True,http://www.wikidata.org/entity/Q23884700,Sandeep Lamichhane,1338827128.0,2026-02-17T13:29:38Z,Right-handed,Leg break,,Infobox cricketer,s lamichhane,b410bd3d
Z Bimenyimana,ba57fb08,1151261.0,Z Bimenyimana,unique_name,True,1586,True,,,,,,,,,z bimenyimana,ba57fb08
Imran Anwar,a9a18e3e,1143529.0,Imran Anwar,unique_name,True,1574,True,,,,,,,,,imran anwar,a9a18e3e
DJ Hawoe,a62f55ba,1167318.0,DJ Hawoe,unique_name,True,1538,True,,,,,,,,,dj hawoe,a62f55ba
F Banunaek,3c8faed4,1167320.0,F Banunaek,unique_name,True,1515,True,,,,,,,,,f banunaek,3c8faed4
Ali Dawood,596982e6,593296.0,Ali Dawood,unique_name,True,1498,True,,,,,,,,,ali dawood,596982e6
Virandeep Singh,415d30b6,633660.0,Virandeep Singh,unique_name,True,1498,True,http://www.wikidata.org/entity/Q30021342,Virandeep Singh,1335089683.0,2026-01-27T07:32:04Z,Right-handed,Slow left-arm orthodox,,Infobox cricketer,virandeep singh,415d30b6
Abdul Majid Abbasi,0cfb42b5,1361960.0,Abdul Majid Abbasi,unique_name,True,1473,True,,,,,,,,,abdul majid abbasi,0cfb42b5
DM Nakrani,46a7ac78,731523.0,DM Nakrani,unique_name,True,1451,True,http://www.wikidata.org/entity/Q55584118,Dinesh Nakrani,1295536750.0,2025-06-14T10:39:14Z,Left-handed,Left-arm medium,,Infobox cricketer,dm nakrani,46a7ac78
IO Okpe,1c5c3dce,637526.0,IO Okpe,unique_name,True,1434,True,http://www.wikidata.org/entity/Q56630793,Isaac Okpe,1263917709.0,2024-12-19T11:06:51Z,,,,,io okpe,1c5c3dce
Yasim Murtaza,c9d05f1a,233904.0,Yasim Murtaza,unique_name,True,1377,True,http://www.wikidata.org/entity/Q21622150,Yasim Murtaza,1325175382.0,2025-12-01T15:59:16Z,,,,,yasim murtaza,c9d05f1a
MNM Aslam,20481563,359649.0,MNM Aslam,unique_name,True,1363,True,,,,,,,,,mnm aslam,20481563
M Akayezu,1f3b9f8d,1155599.0,M Akayezu,unique_name,True,1360,True,,,,,,,,,m akayezu,1f3b9f8d
F Nsubuga,87e33d07,26139.0,F Nsubuga,unique_name,True,1298,True,,,,,,,,,f nsubuga,87e33d07
SA Okpe,681f522f,1143139.0,SA Okpe,unique_name,True,1288,True,http://www.wikidata.org/entity/Q56630785,Sylvester Okpe,1255940851.0,2024-11-07T11:12:46Z,Right-handed,Right-arm off break,,Infobox cricketer,sa okpe,681f522f
Aqib Iqbal,14157abf,1101783.0,Aqib Iqbal,unique_name,True,1283,True,,,,,,,,,aqib iqbal,14157abf
Vraj Patel,2af28253,1178080.0,Vraj Patel,unique_name,True,1268,True,,,,,,,,,vraj patel,2af28253
RM Koda,f0a45427,1116759.0,RM Koda,unique_name,True,1260,True,,,,,,,,,rm koda,f0a45427
Muhammad Nadir,090f96e4,1400992.0,Muhammad Nadir,unique_name,True,1259,True,,,,,,,,,muhammad nadir,090f96e4
AR Ramjani,30d8136b,1178061.0,AR Ramjani,unique_name,True,1224,True,,,,,,,,,ar ramjani,30d8136b
Syed Aziz,6667067e,868003.0,Syed Aziz,unique_name,True,1196,True,http://www.wikidata.org/entity/Q30021270,Syed Aziz,1337022764.0,2026-02-07T01:17:41Z,,,Batsman,Infobox cricketer,syed aziz,6667067e
S Vijay Unni,f737ab44,1090866.0,S Vijay Unni,unique_name,True,1195,True,,,,,,,,,s vijay unni,f737ab44
P Aho,2e392afa,1155526.0,P Aho,unique_name,True,1184,True,http://www.wikidata.org/entity/Q109264904,Peter Aho,1326191538.0,2025-12-07T17:05:49Z,Right-handed,Right-arm medium-fast,,Infobox cricketer,p aho,2e392afa
Yasin Patel,ecdd8d60,1328735.0,Yasin Patel,unique_name,True,1162,True,,,,,,,,,yasin patel,ecdd8d60
E Rukiriza,3ac13a94,1280671.0,E Rukiriza,unique_name,True,1141,True,,,,,,,,,e rukiriza,3ac13a94
IKEG Artawan,190957d2,1338587.0,IKEG Artawan,unique_name,True,1112,True,,,,,,,,,ikeg artawan,190957d2
Washeem Abbas,6de4e430,1204010.0,Washeem Abbas,unique_name,True,1105,True,,,,,,,,,washeem abbas,6de4e430
AM Kimote,34e36b65,470752.0,AM Kimote,unique_name,True,1076,True,http://www.wikidata.org/entity/Q20744915,Ally Kimote,1260148522.0,2024-11-29T04:25:55Z,,,,,am kimote,34e36b65
LN Oluoch,eb4f9c61,440162.0,LN Oluoch,unique_name,True,1062,True,http://www.wikidata.org/entity/Q6696258,Lucas Oluoch,1287794033.0,2025-04-28T14:21:28Z,Right-handed,Left-arm fast-medium,,Infobox cricketer,ln oluoch,eb4f9c61
SA Jumbe,91056862,723573.0,SA Jumbe,unique_name,True,1039,True,http://www.wikidata.org/entity/Q20744878,Salum Jumbe,1288694529.0,2025-05-04T08:07:03Z,Left-handed,Right-arm medium-fast,,Infobox cricketer,sa jumbe,91056862
Ghulam Ahmadi,2dfe0612,1271974.0,Ghulam Ahmadi,unique_name,True,1033,True,,,,,,,,,ghulam ahmadi,2dfe0612
N Senamontree,44e00a4c,307745.0,N Senamontree,unique_name,True,1003,True,,,,,,,,,n senamontree,44e00a4c
S Thakor,0848ac5f,1286457.0,S Thakor,unique_name,True,998,True,,,,,,,,,s thakor,0848ac5f
M Morkel,5bb5a915,46538.0,M Morkel,unique_name,True,986,True,http://www.wikidata.org/entity/Q3518308,Morn%C3%A9 Morkel,,,,,,,m morkel,5bb5a915
K Irakoze,9ccb6e52,1273409.0,K Irakoze,unique_name,True,960,True,,,,,,,,,k irakoze,9ccb6e52
JN Frylinck,3c87f0c3,482478.0,JN Frylinck,unique_name,True,958,True,http://www.wikidata.org/entity/Q6148942,Jan Frylinck,1338852876.0,2026-02-17T16:48:54Z,Left-handed,Left-arm medium-fast,,Infobox cricketer,jn frylinck,3c87f0c3
Bilal Zalmai,33b67317,1101794.0,Bilal Zalmai,unique_name,True,947,True,,,,,,,,,bilal zalmai,33b67317
P Mishra,3fa5672e,514770.0,P Mishra,unique_name,True,945,True,,,,,,,,,p mishra,3fa5672e
Shiraz Khan,f310704c,1192940.0,Shiraz Khan,unique_name,True,941,True,http://www.wikidata.org/entity/Q65768401,Shiraz Khan,1266170631.0,2024-12-30T11:49:49Z,,,,,shiraz khan,f310704c
Ishtiaq Ahmad,056b433b,1284540.0,Ishtiaq Ahmad,unique_name,True,932,True,,,,,,,,,ishtiaq ahmad,056b433b
C Rububagumya,8088632c,1151255.0,C Rububagumya,unique_name,True,932,True,,,,,,,,,c rububagumya,8088632c
V Saini,0fa81719,1236048.0,V Saini,unique_name,True,930,True,,,,,,,,,v saini,0fa81719
Muslim Yar,37d8d19a,1183927.0,Muslim Yar,unique_name,True,923,True,http://www.wikidata.org/entity/Q64746278,Muslim Yar,1338013594.0,2026-02-12T18:38:26Z,Right-handed,Left-arm Orthodox,,Infobox cricketer,muslim yar,37d8d19a
Shakeel Ahmed,74d27e26,42650.0,Shakeel Ahmed,unique_name,True,918,True,http://www.wikidata.org/entity/Q3527966,Shakil Ahmed (cricketer),1267610328.0,2025-01-05T22:05:39Z,Left-handed,Slow left-arm orthodox,,Infobox cricketer,shakeel ahmed,74d27e26
CW Perchard,9f998ed8,414969.0,CW Perchard,unique_name,True,916,True,http://www.wikidata.org/entity/Q20745165,Charles Perchard,1309776250.0,2025-09-05T23:48:05Z,Right-handed,Right-arm medium,,Infobox cricketer,cw perchard,9f998ed8
Mohamed Shafeeq,ff13b10c,1328736.0,Mohamed Shafeeq,unique_name,True,908,True,,,,,,,,,mohamed shafeeq,ff13b10c
P Useni,71fa64d6,1276635.0,P Useni,unique_name,True,897,True,,,,,,,,,p useni,71fa64d6
C Kyewuta,395695ce,1107651.0,C Kyewuta,unique_name,True,886,True,http://www.wikidata.org/entity/Q126415857,Cosmas Kyewuta,1312088887.0,2025-09-18T15:40:19Z,,,,,c kyewuta,395695ce
Janak Prakash,f092b4c7,973799.0,Janak Prakash,unique_name,True,878,True,,,,,,,,,janak prakash,f092b4c7
R Trumpelmann,ff6a7ab5,698317.0,R Trumpelmann,unique_name,True,873,True,http://www.wikidata.org/entity/Q43008042,Ruben Trumpelmann,1336177112.0,2026-02-02T09:08:20Z,Right-handed,Left-arm fast,,Infobox cricketer,r trumpelmann,ff6a7ab5
M Mooketsi,008a024c,1089938.0,M Mooketsi,unique_name,True,867,True,http://www.wikidata.org/entity/Q64010521,Mmoloki Mooketsi,1219431004.0,2024-04-17T18:20:12Z,,,,,m mooketsi,008a024c
IK Gamantika,4d7c5b56,1082742.0,IK Gamantika,unique_name,True,857,True,,,,,,,,,ik gamantika,4d7c5b56
YM Nkanya,9238dd92,1178055.0,YM Nkanya,unique_name,True,848,True,,,,,,,,,ym nkanya,9238dd92
I Ntirenganya,e73f6c4b,1273412.0,I Ntirenganya,unique_name,True,848,True,,,,,,,,,i ntirenganya,e73f6c4b
K Nassoro,29ee9bf9,296166.0,K Nassoro,unique_name,True,840,True,http://www.wikidata.org/entity/Q20744575,Kassim Nassoro,1259847876.0,2024-11-27T11:44:36Z,,,,,k nassoro,29ee9bf9
Zain Ul Abidin,b93b87ae,1284541.0,Zain Ul Abidin,unique_name,True,840,True,,,,,,,,,zain ul abidin,b93b87ae
Taranjeet Singh,ec483176,1236495.0,Taranjeet Singh,unique_name,True,819,True,,,,,,,,,taranjeet singh,ec483176
Usman Najeeb,615688b6,1344844.0,Usman Najeeb,unique_name,True,808,True,,,,,,,,,usman najeeb,615688b6
VP Thamotharam,eb40ed89,1233044.0,VP Thamotharam,unique_name,True,802,True,,,,,,,,,vp thamotharam,eb40ed89
R Abdulkareem,b9e07e44,1280658.0,R Abdulkareem,unique_name,True,767,True,,,,,,,,,r abdulkareem,b9e07e44
Umar Adam,5d77a96a,746439.0,Umar Adam,unique_name,True,766,True,,,,,,,,,umar adam,5d77a96a
S Muniandy,57fcfd3b,633638.0,S Muniandy,unique_name,True,766,True,http://www.wikidata.org/entity/Q65768393,Sharvin Muniandy,1326979405.0,2025-12-11T23:36:11Z,,,,Infobox cricketer,s muniandy,57fcfd3b
Fitri Sham,d2ec068c,1037565.0,Fitri Sham,unique_name,True,762,True,http://www.wikidata.org/entity/Q65768394,Fitri Sham,1299017732.0,2025-07-06T02:44:42Z,Left-handed,Slow left-arm orthodox,,Infobox cricketer,fitri sham,d2ec068c
Sahel Zadran,dae28050,1263723.0,Sahel Zadran,unique_name,True,755,True,,,,,,,,,sahel zadran,dae28050
GC Murtaza,6cc4d322,1096129.0,GC Murtaza,unique_name,True,752,True,,,,,,,,,gc murtaza,6cc4d322
Mohameed Taiwo,a9d788e3,1143137.0,Mohameed Taiwo,unique_name,True,751,True,http://www.wikidata.org/entity/Q56630808,Mohameed Taiwo,1263917777.0,2024-12-19T11:07:50Z,,,,,mohameed taiwo,a9d788e3
L Bruce,2a03bd2f,1274033.0,L Bruce,unique_name,True,738,True,,,,,,,,,l bruce,2a03bd2f
Sayed Monib,b9cfb0b1,1217359.0,Sayed Monib,unique_name,True,737,True,,,,,,,,,sayed monib,b9cfb0b1
Bilal Hassun,1a9e9efe,1151338.0,Bilal Hassun,unique_name,True,734,True,http://www.wikidata.org/entity/Q108415487,Bilal Hassan,1263920270.0,2024-12-19T11:37:28Z,,,,,bilal hassun,1a9e9efe
M Koli,eb0f2802,1323423.0,M Koli,unique_name,True,728,True,,,,,,,,,m koli,eb0f2802
LA Burns,5b616bf0,518673.0,LA Burns,unique_name,True,722,True,,,,,,,,,la burns,5b616bf0
S Ravichandran,9f2be73d,1338607.0,S Ravichandran,unique_name,True,718,True,,,,,,,,,s ravichandran,9f2be73d
S Veerapathiran,1e569fb0,1217274.0,S Veerapathiran,unique_name,True,716,True,,,,,,,,,s veerapathiran,1e569fb0
CJA Amini,4d84ad05,332980.0,CJA Amini,unique_name,True,714,True,,,,,,,,,cja amini,4d84ad05
SVE Bharathi,6a63c29c,1218731.0,SVE Bharathi,unique_name,True,713,True,,,,,,,,,sve bharathi,6a63c29c
BA Pai,716bf559,1046619.0,BA Pai,unique_name,True,702,True,,,,,,,,,ba pai,716bf559
V Vijh,b857468a,1198915.0,V Vijh,unique_name,True,699,True,,,,,,,,,v vijh,b857468a
Ibrahim Hassan,4add4c98,746429.0,Ibrahim Hassan,unique_name,True,695,True,http://www.wikidata.org/entity/Q61761684,Ibrahim Hassan (cricketer),1071498591.0,2022-02-12T23:38:50Z,,,,,ibrahim hassan,4add4c98
Ikramullah Khan,c6e1354c,390891.0,Ikramullah Khan,unique_name,True,693,True,http://www.wikidata.org/entity/Q109282983,Ikramullah Khan,1263915369.0,2024-12-19T10:36:24Z,,,,,ikramullah khan,c6e1354c
Muhammad Wafiq,f104c434,568452.0,Muhammad Wafiq,unique_name,True,693,True,http://www.wikidata.org/entity/Q30021269,Muhammad Wafiq,1298942563.0,2025-07-05T18:00:43Z,Left-handed,Left-arm medium-fast,,Infobox cricketer,muhammad wafiq,f104c434
Sarfaraz Ali,db95ddeb,1172124.0,Sarfaraz Ali,unique_name,True,689,True,,,,,,,,,sarfaraz ali,db95ddeb
J Sumerauer,0b581ed6,1112220.0,J Sumerauer,unique_name,True,688,True,http://www.wikidata.org/entity/Q64748394,Julius Sumerauer,1299970405.0,2025-07-11T13:48:05Z,Right-handed,Right-arm fast medium,,Infobox cricketer,j sumerauer,0b581ed6
Dawood Ahmadzai,951686f5,1271983.0,Dawood Ahmadzai,unique_name,True,686,True,,,,,,,,,dawood ahmadzai,951686f5
AR Puri,1f490b28,1321991.0,AR Puri,unique_name,True,684,True,,,,,,,,,ar puri,1f490b28
Ateeq Iqbal,29b322c7,1199892.0,Ateeq Iqbal,unique_name,True,675,True,,,,,,,,,ateeq iqbal,29b322c7
DL Brangman,dab18aa5,679553.0,DL Brangman,unique_name,True,675,True,http://www.wikidata.org/entity/Q55759764,Derrick Brangman,1306666557.0,2025-08-19T01:29:14Z,,,,Infobox cricketer,dl brangman,dab18aa5
Amjad Sher,3b4a8cfb,1194056.0,Amjad Sher,unique_name,True,670,True,,,,,,,,,amjad sher,3b4a8cfb
B White,1a448be0,928059.0,B White,unique_name,True,666,True,http://www.wikidata.org/entity/Q105943265,Ben White (cricketer),1332864440.0,2026-01-14T08:16:56Z,Right-handed,Right-arm leg break,,Infobox cricketer,b white,1a448be0
Yasir Ali,79209272,1156622.0,Yasir Ali,unique_name,True,664,True,,,,,,,,,yasir ali,79209272
Amar Sharma,14e1fdab,1233042.0,Amar Sharma,unique_name,True,658,True,,,,,,,,,amar sharma,14e1fdab
S Yeshi,0c24fb7b,1167766.0,S Yeshi,unique_name,True,647,True,,,,,,,,,s yeshi,0c24fb7b
Vinay Ravi,9c181b99,1271992.0,Vinay Ravi,unique_name,True,646,True,,,,,,,,,vinay ravi,9c181b99
Khalid Ahmadi,cf0b9a0d,1230629.0,Khalid Ahmadi,unique_name,True,645,True,,,,,,,,,khalid ahmadi,cf0b9a0d
KDA Lukies,14af45c4,876201.0,KDA Lukies,unique_name,True,642,True,,,,,,,,,kda lukies,14af45c4
Namgay Thinley,9c333e40,1167761.0,Namgay Thinley,unique_name,True,641,True,,,,,,,,,namgay thinley,9c333e40
B Arora,39e9f0c9,1178905.0,B Arora,unique_name,True,634,True,,,,,,,,,b arora,39e9f0c9
I Takahashi,c988daa1,1338610.0,I Takahashi,unique_name,True,633,True,,,,,,,,,i takahashi,c988daa1
V Zimonjic,7f784eb8,1267515.0,V Zimonjic,unique_name,True,626,True,,,,,,,,,v zimonjic,7f784eb8
KJ O'Brien,243431b5,24605.0,KJ O'Brien,unique_name,True,617,True,http://www.wikidata.org/entity/Q3519211,Kevin O%27Brien (cricketer),,,,,,,kj o'brien,243431b5
D Maisuria,a96b36af,637478.0,D Maisuria,unique_name,True,616,True,http://www.wikidata.org/entity/Q63457278,Dhruv Maisuria,1329355674.0,2025-12-25T15:36:40Z,Right-handed,"Right-arm legbreak, googly",,Infobox cricketer,d maisuria,a96b36af
T Wangchuk,39799e49,749527.0,T Wangchuk,unique_name,True,615,True,,,,,,,,,t wangchuk,39799e49
Sarawut Maliwan,36a0a88c,1058977.0,Sarawut Maliwan,unique_name,True,614,True,,,,,,,,,sarawut maliwan,36a0a88c
G Bakiweyem,5fe3709e,585463.0,G Bakiweyem,unique_name,True,607,True,http://www.wikidata.org/entity/Q38572159,Godfred Bakiweyem,1313131781.0,2025-09-24T13:19:11Z,Right-handed,Right-arm medium,,Infobox cricketer,g bakiweyem,5fe3709e
LT Bichard,dfcdb11e,1153758.0,LT Bichard,unique_name,True,605,True,,,,,,,,,lt bichard,dfcdb11e
Raja Adeel,7ee25c46,937669.0,Raja Adeel,unique_name,True,595,True,http://www.wikidata.org/entity/Q21642189,Raja Adeel,1326296938.0,2025-12-08T04:53:52Z,,,,Infobox cricketer,raja adeel,7ee25c46
Rizwan Haider,dc60abdc,1348021.0,Rizwan Haider,unique_name,True,591,True,,,,,,,,,rizwan haider,dc60abdc
H Lakov,87a6f411,1203898.0,H Lakov,unique_name,True,590,True,,,,,,,,,h lakov,87a6f411
Hisham Sheikh,c4441675,633445.0,Hisham Sheikh,unique_name,True,589,True,,,,,,,,,hisham sheikh,c4441675
Ali Nayyer,4ec0443d,469203.0,Ali Nayyer,unique_name,True,589,True,,,,,,,,,ali nayyer,4ec0443d
D Parashar,395179e8,1294144.0,D Parashar,unique_name,True,585,True,,,,,,,,,d parashar,395179e8
C Wright,d465c6d7,252878.0,C Wright,unique_name,True,581,True,http://www.wikidata.org/entity/Q5162704,Conroy Wright,1263740884.0,2024-12-18T10:12:29Z,,,,,c wright,d465c6d7
R Coker,3239c8a9,1347287.0,R Coker,unique_name,True,577,True,,,,,,,,,r coker,3239c8a9
GD Arta,e969e580,1082740.0,GD Arta,unique_name,True,575,True,,,,,,,,,gd arta,e969e580
Ibrahim Rizan,7267e3cd,1143567.0,Ibrahim Rizan,unique_name,True,573,True,,,,,,,,,ibrahim rizan,7267e3cd
SA Ahmad,8de618ab,659073.0,SA Ahmad,unique_name,True,565,True,http://www.wikidata.org/entity/Q53868727,Saif Ahmad (cricketer),1242766632.0,2024-08-28T16:23:53Z,Left-handed,Right-arm offbreak,,Infobox cricketer,sa ahmad,8de618ab
K Hinds,a268c07b,1287097.0,K Hinds,unique_name,True,561,True,,,,,,,,,k hinds,a268c07b
K Mirpuri,441006af,303934.0,K Mirpuri,unique_name,True,559,True,,,,,,,,,k mirpuri,441006af
Khalid Zahid,5c93efb1,1156608.0,Khalid Zahid,unique_name,True,556,True,,,,,,,,,khalid zahid,5c93efb1
SZ Vayani,a4afc486,1378451.0,SZ Vayani,unique_name,True,556,True,,,,,,,,,sz vayani,a4afc486
Sami Sohail,602ebd4c,1163154.0,Sami Sohail,unique_name,True,556,True,,,,,,,,,sami sohail,602ebd4c
C Rumistrzewicz,3ed4e2ad,1153796.0,C Rumistrzewicz,unique_name,True,556,True,,,,,,,,,c rumistrzewicz,3ed4e2ad
SA Mohandas,8b0b3bba,1275723.0,SA Mohandas,unique_name,True,554,True,,,,,,,,,sa mohandas,8b0b3bba
C Hinze,626af7ff,1411847.0,C Hinze,unique_name,True,552,True,,,,,,,,,c hinze,626af7ff
S Bodha,00467a76,1274032.0,S Bodha,unique_name,True,551,True,,,,,,,,,s bodha,00467a76
Bilal Muhammad,eb5aa5b9,1268919.0,Bilal Muhammad,unique_name,True,548,True,,,,,,,,,bilal muhammad,eb5aa5b9
Z Burgess,d0042e16,1197880.0,Z Burgess,unique_name,True,548,True,http://www.wikidata.org/entity/Q66584159,Zeko Burgess,1263740934.0,2024-12-18T10:13:00Z,,,,,z burgess,d0042e16
I Danladi,c156cc1f,1143140.0,I Danladi,unique_name,True,546,True,http://www.wikidata.org/entity/Q56630801,Isaac Danladi,1263740921.0,2024-12-18T10:12:54Z,,,,,i danladi,c156cc1f
Qamar Mushtaque,fc362c5d,1325906.0,Qamar Mushtaque,unique_name,True,545,True,,,,,,,,,qamar mushtaque,fc362c5d
Luqman Butt,7a6decc8,685831.0,Luqman Butt,unique_name,True,541,True,http://www.wikidata.org/entity/Q21620954,Luqman Butt,1318352290.0,2025-10-23T11:41:14Z,Right-handed,Right-arm medium fast,,Infobox cricketer,luqman butt,7a6decc8
A Vala,72e60730,25056.0,A Vala,unique_name,True,539,True,http://www.wikidata.org/entity/Q18638006,Assad Vala,1335710847.0,2026-01-30T19:36:46Z,Left-handed,Right-arm off break,,Infobox cricketer,a vala,72e60730
Umair Tariq,67ec2b09,1263724.0,Umair Tariq,unique_name,True,537,True,,,,,,,,,umair tariq,67ec2b09
H Fennell,0d38ab25,307184.0,H Fennell,unique_name,True,531,True,http://www.wikidata.org/entity/Q20676627,Hern%C3%A1n Fennell,,,,,,,h fennell,0d38ab25
Huzaifa Mohammed,65a29a30,1301596.0,Huzaifa Mohammed,unique_name,True,530,True,,,,,,,,,huzaifa mohammed,65a29a30
A Nanda,704e0160,1198917.0,A Nanda,unique_name,True,530,True,,,,,,,,,a nanda,704e0160
A Morris,04cf2e94,379537.0,A Morris,unique_name,True,529,True,http://www.wikidata.org/entity/Q20744554,Alessandro Morris,1263740944.0,2024-12-18T10:13:07Z,,,,,a morris,04cf2e94
NK Aneesh Kumar,e23da78c,1284220.0,NK Aneesh Kumar,unique_name,True,525,True,,,,,,,,,nk aneesh kumar,e23da78c
Usman Khalid,314f0889,1284669.0,Usman Khalid,unique_name,True,523,True,,,,,,,,,usman khalid,314f0889
Mohammed Nadeem,856cbb1e,1058213.0,Mohammed Nadeem,unique_name,True,521,True,http://www.wikidata.org/entity/Q38781818,Mohammed Nadeem (Qatari cricketer),1263915518.0,2024-12-19T10:38:05Z,,,,,mohammed nadeem,856cbb1e
Muhammad Jabir,b67af1c4,1397991.0,Muhammad Jabir,unique_name,True,521,True,,,,,,,,,muhammad jabir,b67af1c4
Naveed Ahmed,87609cbb,1156477.0,Naveed Ahmed,unique_name,True,515,True,,,,,,,,,naveed ahmed,87609cbb
Sirajullah Khadim,ff36e706,56161.0,Sirajullah Khadim,unique_name,True,515,True,http://www.wikidata.org/entity/Q7529933,Siraj Ullah Khadem,1338784654.0,2026-02-17T05:40:23Z,Left-handed,Left-arm fast-medium,,Infobox cricketer,sirajullah khadim,ff36e706
D Jakiel,8b7ce771,1175831.0,D Jakiel,unique_name,True,512,True,http://www.wikidata.org/entity/Q61827755,Daniel Jakiel,1329053495.0,2025-12-23T11:03:55Z,Right-handed,Right-arm fast-medium,,Infobox cricketer,d jakiel,8b7ce771
A Kirschbaum,d953bf92,1193269.0,A Kirschbaum,unique_name,True,512,True,,,,,,,,,a kirschbaum,d953bf92
Ahmadullah Shinwari,e068d48e,1271995.0,Ahmadullah Shinwari,unique_name,True,510,True,,,,,,,,,ahmadullah shinwari,e068d48e
P Koech,f4a0a615,578785.0,P Koech,unique_name,True,509,True,,,,,,,,,p koech,f4a0a615
MB Tambe,1c1bb0d5,1156462.0,MB Tambe,unique_name,True,508,True,,,,,,,,,mb tambe,1c1bb0d5
R Sakurano-Thomas,dd14abf5,1338602.0,R Sakurano-Thomas,unique_name,True,505,True,,,,,,,,,r sakurano-thomas,dd14abf5
Ijaz Hussain,dc1dd6c4,1198948.0,Ijaz Hussain,unique_name,True,501,True,,,,,,,,,ijaz hussain,dc1dd6c4
Adnan Idrees,0e34c23a,307817.0,Adnan Idrees,unique_name,True,500,True,http://www.wikidata.org/entity/Q65768407,Adnan Idrees,1263914828.0,2024-12-19T10:29:31Z,,,,,adnan idrees,0e34c23a
C Udekwe,74a578d0,1280663.0,C Udekwe,unique_name,True,500,True,,,,,,,,,c udekwe,74a578d0
Fanyan Mughal,e85bb4b3,492687.0,Fanyan Mughal,unique_name,True,499,True,,,,,,,,,fanyan mughal,e85bb4b3
J Coetzee,3ad06915,44667.0,J Coetzee,unique_name,True,499,True,http://www.wikidata.org/entity/Q6150982,Jandre Coetzee,1315603707.0,2025-10-07T16:21:02Z,Left-handed,Left-arm medium,,Infobox cricketer,j coetzee,3ad06915
G Sesay,c556b9d2,1283582.0,G Sesay,unique_name,True,495,True,,,,,,,,,g sesay,c556b9d2
N Pokana,87a92b6b,646181.0,N Pokana,unique_name,True,493,True,http://www.wikidata.org/entity/Q21622384,Nosaina Pokana,1299477504.0,2025-07-08T16:56:12Z,,,,Infobox cricketer,n pokana,87a92b6b
W Nalisa,673be48f,1082734.0,W Nalisa,unique_name,True,492,True,http://www.wikidata.org/entity/Q52379945,Williamsing Nalisa,1310969335.0,2025-09-12T16:14:28Z,Right handed,Right-arm legbreak googly,,Infobox cricketer,w nalisa,673be48f
Muhammad Amir,60bec5c3,1021025.0,Muhammad Amir,unique_name,True,492,True,,,,,,,,,muhammad amir,60bec5c3
Mohammad Ghazanfar,00321fff,633428.0,Mohammad Ghazanfar,unique_name,True,491,True,http://www.wikidata.org/entity/Q63294179,Mohammad Ghazanfar,1319430118.0,2025-10-29T19:43:31Z,,,Bowler,Infobox cricketer,mohammad ghazanfar,00321fff
KV Morea,270bf7e2,524255.0,KV Morea,unique_name,True,491,True,http://www.wikidata.org/entity/Q108489550,Kabua Morea,1324453898.0,2025-11-27T18:28:20Z,,,,Infobox cricketer,kv morea,270bf7e2
M Taylor,92075cdc,307238.0,M Taylor,unique_name,True,491,True,http://www.wikidata.org/entity/Q6755911,Marc Taylor,1313950317.0,2025-09-28T23:49:09Z,Left-handed,Right-arm off break,,Infobox cricketer,m taylor,92075cdc
Syazrul Idrus,6dba59e0,402140.0,Syazrul Idrus,unique_name,True,488,True,,,,,,,,,syazrul idrus,6dba59e0
Habib Khan,5152ab02,591665.0,Habib Khan,unique_name,True,487,True,,,,,,,,,habib khan,5152ab02
SF Tiai,bf19d427,1193339.0,SF Tiai,unique_name,True,487,True,,,,,,,,,sf tiai,bf19d427
Muhammad Asim,b424d3d3,1464831.0,Muhammad Asim,unique_name,True,485,True,,,,,,,,,muhammad asim,b424d3d3
T Tshose,18ae55e4,585436.0,T Tshose,unique_name,True,484,True,http://www.wikidata.org/entity/Q21066655,Thatayaone Tshose,1263740905.0,2024-12-18T10:12:47Z,,,,,t tshose,18ae55e4
D Suzuki,64c81abf,1338609.0,D Suzuki,unique_name,True,482,True,,,,,,,,,d suzuki,64c81abf
Sazib Bhuiyan,e5464794,1314053.0,Sazib Bhuiyan,unique_name,True,477,True,,,,,,,,,sazib bhuiyan,e5464794
V Ganesan,baa7dd37,1101871.0,V Ganesan,unique_name,True,475,True,,,,,,,,,v ganesan,baa7dd37
