player_name,cricsheet_id,cricinfo_id,unique_name,match_method,resolved,balls_bowled,is_bowler,wikidata_item,enwiki_title,enwiki_rev_id,enwiki_rev_timestamp,batting_style,bowling_style,playing_role,infobox_template,player_name_norm,cricsheet_id_norm
G Chohan,b978780e,1301595.0,G Chohan,unique_name,True,234,True,,,,,,,,,g chohan,b978780e
Tejwinder Singh,ad37baac,1281562.0,Tejwinder Singh,unique_name,True,234,True,,,,,,,,,tejwinder singh,ad37baac
JM Vujinovich,99ad98b0,366588.0,JM Vujinovich,unique_name,True,234,True,,,,,,,,,jm vujinovich,99ad98b0
TD Chaoana,16ddd36b,1155588.0,TD Chaoana,unique_name,True,234,True,,,,,,,,,td chaoana,16ddd36b
BP Adapaka,e6082b10,1314201.0,BP Adapaka,unique_name,True,234,True,,,,,,,,,bp adapaka,e6082b10
Akhil Arjunan,2b203501,1167747.0,Akhil Arjunan,unique_name,True,233,True,,,,,,,,,akhil arjunan,2b203501
WAE Burton,b0358c6d,1267514.0,WAE Burton,unique_name,True,233,True,,,,,,,,,wae burton,b0358c6d
Meet Bhavsar,b25a3800,1167770.0,Meet Bhavsar,unique_name,True,233,True,http://www.wikidata.org/entity/Q65768414,Meet Bhavsar,1263914728.0,2024-12-19T10:27:59Z,,,,,meet bhavsar,b25a3800
Vishil Patel,3df8f9d5,1332081.0,Vishil Patel,unique_name,True,233,True,,,,,,,,,vishil patel,3df8f9d5
HAM Shah,007113d7,364327.0,HAM Shah,unique_name,True,233,True,http://www.wikidata.org/entity/Q20745301,Hamid Shah,1249935068.0,2024-10-07T16:13:13Z,Right-handed,Right-arm off break,,Infobox cricketer,ham shah,007113d7
R Satheesan,1125ebe4,1198946.0,R Satheesan,unique_name,True,233,True,,,,,,,,,r satheesan,1125ebe4
BN Toube,75f3aa00,1286510.0,BN Toube,unique_name,True,230,True,,,,,,,,,bn toube,75f3aa00
Javid Patel,06989091,1089813.0,Javid Patel,unique_name,True,230,True,,,,,,,,,javid patel,06989091
AV Lalcheta,b858be20,543449.0,AV Lalcheta,unique_name,True,229,True,http://www.wikidata.org/entity/Q19893008,Ajay Lalcheta,1332929534.0,2026-01-14T17:54:00Z,Left-handed,Slow left-arm orthodox,,Infobox cricketer,av lalcheta,b858be20
Azyan Farhath,3e06e7ac,1142981.0,Azyan Farhath,unique_name,True,229,True,,,,,,,,,azyan farhath,3e06e7ac
Parveen Kumar,babc65d3,1313734.0,Parveen Kumar,unique_name,True,228,True,,,,,,,,,parveen kumar,babc65d3
A Paul,fa308279,1325900.0,A Paul,unique_name,True,228,True,,,,,,,,,a paul,fa308279
B Pondani,e5117568,1283114.0,B Pondani,unique_name,True,227,True,,,,,,,,,b pondani,e5117568
A Kalasi,8930a2a6,1337309.0,A Kalasi,unique_name,True,227,True,,,,,,,,,a kalasi,8930a2a6
RJ Hatchman,01c05b6c,1156444.0,RJ Hatchman,unique_name,True,227,True,,,,,,,,,rj hatchman,01c05b6c
Nimish Lathief,b561e8ea,1400702.0,Nimish Lathief,unique_name,True,226,True,,,,,,,,,nimish lathief,b561e8ea
S Sola,3f9feb1e,1193340.0,S Sola,unique_name,True,226,True,,,,,,,,,s sola,3f9feb1e
GG Alta,c7bb2416,1323435.0,GG Alta,unique_name,True,226,True,,,,,,,,,gg alta,c7bb2416
C Forshaw,0ed66ce6,1392239.0,C Forshaw,unique_name,True,226,True,,,,,,,,,c forshaw,0ed66ce6
RR Sharan,7cff331d,1139053.0,RR Sharan,unique_name,True,225,True,,,,,,,,,rr sharan,7cff331d
M Vivekanandan,c4e205e4,1431563.0,M Vivekanandan,unique_name,True,225,True,,,,,,,,,m vivekanandan,c4e205e4
V Mitari,3a82673c,1151264.0,V Mitari,unique_name,True,224,True,,,,,,,,,v mitari,3a82673c
SKS Gill,faef026c,1318875.0,SKS Gill,unique_name,True,223,True,,,,,,,,,sks gill,faef026c
Nadeem Khan,a94eb41e,42047.0,Nadeem Khan,unique_name,True,223,True,http://www.wikidata.org/entity/Q6957522,Nadeem Khan,1319067319.0,2025-10-27T16:35:45Z,Right-handed,Slow left-arm orthodox,,Infobox cricketer,nadeem khan,a94eb41e
Sher Sahak,8299b9a2,1271993.0,Sher Sahak,unique_name,True,223,True,,,,,,,,,sher sahak,8299b9a2
Shahid Mahmood,37753749,1143531.0,Shahid Mahmood,unique_name,True,223,True,,,,,,,,,shahid mahmood,37753749
Muhammad Burhan,a92609f2,1434877.0,Muhammad Burhan,unique_name,True,222,True,,,,,,,,,muhammad burhan,a92609f2
N Nuntarach,9e3575ce,1167819.0,N Nuntarach,unique_name,True,222,True,,,,,,,,,n nuntarach,9e3575ce
Muhammad Murad,df3947f4,1284534.0,Muhammad Murad,unique_name,True,221,True,,,,,,,,,muhammad murad,df3947f4
Gurpratap Singh,49235be5,1281563.0,Gurpratap Singh,unique_name,True,220,True,,,,,,,,,gurpratap singh,49235be5
TL Cutler,384fa385,772511.0,TL Cutler,unique_name,True,220,True,http://www.wikidata.org/entity/Q24088792,Tim Cutler,1275267994.0,2025-02-12T00:48:40Z,Right-handed,Slow left-arm orthodox,,Infobox cricketer,tl cutler,384fa385
KS Airee,548d4188,1072482.0,KS Airee,unique_name,True,220,True,http://www.wikidata.org/entity/Q85173940,Kamal Singh Airee,1339025070.0,2026-02-18T15:49:27Z,Right handed,Right arm medium,,Infobox cricketer,ks airee,548d4188
Abul Farhad,f7cb7c3a,1230636.0,Abul Farhad,unique_name,True,220,True,,,,,,,,,abul farhad,f7cb7c3a
R Baaleri,26c9b5be,1155516.0,R Baaleri,unique_name,True,219,True,,,,,,,,,r baaleri,26c9b5be
J Horrocks,1c8cd1c3,989797.0,J Horrocks,unique_name,True,219,True,,,,,,,,,j horrocks,1c8cd1c3
Muhammad Tanveer,aef39fe4,1093669.0,Muhammad Tanveer,unique_name,True,219,True,http://www.wikidata.org/entity/Q60788204,Muhammad Tanveer,1263915592.0,2024-12-19T10:38:53Z,,,,,muhammad tanveer,aef39fe4
Jaweed Sadran,c1f05d1d,1263727.0,Jaweed Sadran,unique_name,True,218,True,,,,,,,,,jaweed sadran,c1f05d1d
Aziz Mohammad,b3e9555a,1101858.0,Aziz Mohammad,unique_name,True,218,True,,,,,,,,,aziz mohammad,b3e9555a
Manpreet Singh,e9d6a2ce,1062606.0,Manpreet Singh,unique_name,True,217,True,http://www.wikidata.org/entity/Q27843002,Manpreet Singh (Italian cricketer),1337952568.0,2026-02-12T10:20:03Z,,,,,manpreet singh,e9d6a2ce
GC Galanis,db218528,1203920.0,GC Galanis,unique_name,True,217,True,,,,,,,,,gc galanis,db218528
Vichanath Singh,dfa6db1a,492707.0,Vichanath Singh,unique_name,True,217,True,,,,,,,,,vichanath singh,dfa6db1a
Adam Senn,34c3f7b9,1497625.0,Adam Senn,unique_name,True,216,True,,,,,,,,,adam senn,34c3f7b9
Gaurav Mishra,507dd87f,1314061.0,Gaurav Mishra,unique_name,True,216,True,,,,,,,,,gaurav mishra,507dd87f
CM Akachukwu,e6581a17,1013211.0,CM Akachukwu,unique_name,True,216,True,http://www.wikidata.org/entity/Q64010018,Chima Akachukwu,1263918578.0,2024-12-19T11:18:31Z,,,,,cm akachukwu,e6581a17
M Choamba,5570c4c1,1283111.0,M Choamba,unique_name,True,215,True,,,,,,,,,m choamba,5570c4c1
A Prashar,b18dbaff,1380785.0,A Prashar,unique_name,True,215,True,,,,,,,,,a prashar,b18dbaff
Zain Ahmad,ea2c0aff,1195659.0,Zain Ahmad,unique_name,True,214,True,,,,,,,,,zain ahmad,ea2c0aff
RK Kiseto,780d1997,296169.0,RK Kiseto,unique_name,True,214,True,http://www.wikidata.org/entity/Q20744487,Riziki Kiseto,1269923680.0,2025-01-17T02:46:14Z,,,,Infobox cricketer,rk kiseto,780d1997
M Shahbaz Butt,5ef3c310,467850.0,M Shahbaz Butt,unique_name,True,213,True,,,,,,,,,m shahbaz butt,5ef3c310
AG Weligamage,747209e0,1275721.0,AG Weligamage,unique_name,True,212,True,,,,,,,,,ag weligamage,747209e0
Sajad Ahmadzai,6978bff0,1318870.0,Sajad Ahmadzai,unique_name,True,212,True,,,,,,,,,sajad ahmadzai,6978bff0
Abdullah Mahmood,926c6d3c,1112200.0,Abdullah Mahmood,unique_name,True,211,True,,,,,,,,,abdullah mahmood,926c6d3c
JM Iradukunda,f58295c2,1155600.0,JM Iradukunda,unique_name,True,211,True,,,,,,,,,jm iradukunda,f58295c2
Mehboob Ali,f1e0417f,1484471.0,Mehboob Ali,unique_name,True,209,True,,,,,,,,,mehboob ali,f1e0417f
Soyeb Pendi,8d646b49,1440950.0,Soyeb Pendi,unique_name,True,209,True,,,,,,,,,soyeb pendi,8d646b49
D Muhumuza,7636b587,308440.0,D Muhumuza,unique_name,True,209,True,http://www.wikidata.org/entity/Q16224941,Deusdedit Muhumuza,1193201240.0,2024-01-02T15:45:15Z,Right-handed,Right-arm medium,,Infobox cricketer,d muhumuza,7636b587
E Karimi,95bd9407,1387431.0,E Karimi,unique_name,True,209,True,,,,,,,,,e karimi,95bd9407
B Niaz,b7824537,1153753.0,B Niaz,unique_name,True,208,True,,,,,,,,,b niaz,b7824537
J Proctor,01b0d0a4,1422906.0,J Proctor,unique_name,True,208,True,,,,,,,,,j proctor,01b0d0a4
Ameel Mauroof,1579d497,625883.0,Ameel Mauroof,unique_name,True,208,True,,,,,,,,,ameel mauroof,1579d497
O Lutbayar,ccd88623,1400094.0,O Lutbayar,unique_name,True,208,True,,,,,,,,,o lutbayar,ccd88623
R Ankad,5995707a,1182008.0,R Ankad,unique_name,True,207,True,,,,,,,,,r ankad,5995707a
Harry Johnson,80b92515,1437534.0,Harry Johnson,unique_name,True,207,True,,,,,,,,,harry johnson,80b92515
H Khogiyani,b85c0597,1327711.0,H Khogiyani,unique_name,True,207,True,,,,,,,,,h khogiyani,b85c0597
Muhammad Arfan,1294ee6d,1106613.0,Muhammad Arfan,unique_name,True,206,True,,,,,,,,,muhammad arfan,1294ee6d
Ilyas Ataullah,357484e9,1323431.0,Ilyas Ataullah,unique_name,True,205,True,,,,,,,,,ilyas ataullah,357484e9
Amal Jacob,5772882c,1437202.0,Amal Jacob,unique_name,True,205,True,,,,,,,,,amal jacob,5772882c
J Drysdale,23f94c02,1427052.0,J Drysdale,unique_name,True,205,True,,,,,,,,,j drysdale,23f94c02
JO Adedeji,abee08c7,623893.0,JO Adedeji,unique_name,True,205,True,,,,,,,,,jo adedeji,abee08c7
Izaz Ali,8a4e101e,1394117.0,Izaz Ali,unique_name,True,204,True,,,,,,,,,izaz ali,8a4e101e
Akhil Kumar,2feb5b8d,1193293.0,Akhil Kumar,unique_name,True,203,True,,,,,,,,,akhil kumar,2feb5b8d
B Balala,a2f8e873,1440961.0,B Balala,unique_name,True,203,True,,,,,,,,,b balala,a2f8e873
S Stanikzay,c5445834,1432702.0,S Stanikzay,unique_name,True,202,True,,,,,,,,,s stanikzay,c5445834
GH O'Brien,7bbeac6d,247008.0,GH O'Brien,unique_name,True,202,True,http://www.wikidata.org/entity/Q5542954,George O%27Brien (cricketer),,,,,,,gh o'brien,7bbeac6d
M Kpaka,c381cec5,637797.0,M Kpaka,unique_name,True,202,True,,,,,,,,,m kpaka,c381cec5
T Amarmend,e76c8732,1431558.0,T Amarmend,unique_name,True,202,True,,,,,,,,,t amarmend,e76c8732
A Beresford-Peirse,4e7d882f,1497610.0,A Beresford-Peirse,unique_name,True,202,True,,,,,,,,,a beresford-peirse,4e7d882f
Asif Bevinje,9865ed99,1236047.0,Asif Bevinje,unique_name,True,202,True,,,,,,,,,asif bevinje,9865ed99
E Jabarkhel,21526a38,1334196.0,E Jabarkhel,unique_name,True,202,True,,,,,,,,,e jabarkhel,21526a38
Amandeep Singh,d0d32c30,1274042.0,Amandeep Singh,unique_name,True,201,True,,,,,,,,,amandeep singh,d0d32c30
Ritik Tomar,6de51a8e,1314057.0,Ritik Tomar,unique_name,True,201,True,,,,,,,,,ritik tomar,6de51a8e
W Ngowhuad,b8cd9955,1337308.0,W Ngowhuad,unique_name,True,199,True,,,,,,,,,w ngowhuad,b8cd9955
A Venkatesh,06b45b20,1101939.0,A Venkatesh,unique_name,True,199,True,,,,,,,,,a venkatesh,06b45b20
Arjun Vinod,033e9d59,469193.0,Arjun Vinod,unique_name,True,199,True,,,,,,,,,arjun vinod,033e9d59
IC Simao,dcc76384,1454408.0,IC Simao,unique_name,True,199,True,,,,,,,,,ic simao,dcc76384
Aamir Lal,2472ad2c,1338631.0,Aamir Lal,unique_name,True,199,True,,,,,,,,,aamir lal,2472ad2c
JL Tutty,11b37b2a,1447230.0,JL Tutty,unique_name,True,198,True,,,,,,,,,jl tutty,11b37b2a
U Shantu,0e80e47d,1479956.0,U Shantu,unique_name,True,197,True,,,,,,,,,u shantu,0e80e47d
Karma Dorji,80058153,1337247.0,Karma Dorji,unique_name,True,196,True,,,,,,,,,karma dorji,80058153
ML Castillo,9853b404,1287086.0,ML Castillo,unique_name,True,195,True,,,,,,,,,ml castillo,9853b404
I Mugisha,d3eedb51,1280670.0,I Mugisha,unique_name,True,195,True,,,,,,,,,i mugisha,d3eedb51
DPS Tyagi,d5f96736,1482331.0,DPS Tyagi,unique_name,True,194,True,,,,,,,,,dps tyagi,d5f96736
K Cawte,a2dd9236,1046719.0,K Cawte,unique_name,True,194,True,,,,,,,,,k cawte,a2dd9236
NSK Mehta,d516a95f,1230631.0,NSK Mehta,unique_name,True,193,True,,,,,,,,,nsk mehta,d516a95f
J Evans,027662be,467819.0,J Evans,unique_name,True,193,True,,,,,,,,,j evans,027662be
Iftikhar Kankhel,449d4f17,1487325.0,Iftikhar Kankhel,unique_name,True,193,True,,,,,,,,,iftikhar kankhel,449d4f17
Chare Smith,4e1b7998,1144659.0,Chare Smith,unique_name,True,192,True,,,,,,,,,chare smith,4e1b7998
Yves Cyusa,b5aa28ce,1440888.0,Yves Cyusa,unique_name,True,192,True,,,,,,,,,yves cyusa,b5aa28ce
AB Kamara,3951be49,346552.0,AB Kamara,unique_name,True,192,True,,,,,,,,,ab kamara,3951be49
SFS Cheema,507fc658,1486191.0,SFS Cheema,unique_name,True,192,True,,,,,,,,,sfs cheema,507fc658
Tian Sen Qun,3883402f,1159165.0,Tian Sen Qun,unique_name,True,191,True,,,,,,,,,tian sen qun,3883402f
K Kubota,42581e6d,1338605.0,K Kubota,unique_name,True,191,True,,,,,,,,,k kubota,42581e6d
Aminul Islam,8f82bd30,56224.0,Aminul Islam,unique_name,True,191,True,http://www.wikidata.org/entity/Q1170634,Aminul Islam Bulbul,1336667234.0,2026-02-05T02:03:12Z,Right-handed,Right-arm off break,,Infobox cricketer,aminul islam,8f82bd30
JJ Nyambo,ffb3b559,1280680.0,JJ Nyambo,unique_name,True,190,True,,,,,,,,,jj nyambo,ffb3b559
Zaki Ul Hassan,1d6d8a8b,1183925.0,Zaki Ul Hassan,unique_name,True,190,True,,,,,,,,,zaki ul hassan,1d6d8a8b
P Bhart,0daf3ffc,1101873.0,P Bhart,unique_name,True,190,True,http://www.wikidata.org/entity/Q64746609,Prithvi Bhart,1264021826.0,2024-12-20T00:20:26Z,,,,,p bhart,0daf3ffc
D Ganesh,f4056eaf,28774.0,D Ganesh,unique_name,True,189,True,http://www.wikidata.org/entity/Q3521074,Dodda Ganesh,1313444017.0,2025-09-26T07:23:39Z,Right-handed,Right-arm medium,,Infobox cricketer,d ganesh,f4056eaf
Iqbal Hussain,b9fd3959,307617.0,Iqbal Hussain,unique_name,True,189,True,http://www.wikidata.org/entity/Q39075598,Iqbal Hussain (cricketer),1274896614.0,2025-02-09T21:42:42Z,,,Batsman,Infobox cricketer,iqbal hussain,b9fd3959
Azam Khalil,ff1e08eb,515185.0,Azam Khalil,unique_name,True,189,True,,,,,,,,,azam khalil,ff1e08eb
JV Chand,59bff8c7,1514016.0,JV Chand,unique_name,True,188,True,,,,,,,,,jv chand,59bff8c7
Musawar Shah,d482c8b8,1193404.0,Musawar Shah,unique_name,True,188,True,http://www.wikidata.org/entity/Q65952003,Musawar Shah,1274221754.0,2025-02-06T03:26:48Z,,,Bowler,Infobox cricketer,musawar shah,d482c8b8
C Tchale,32a85e70,1492936.0,C Tchale,unique_name,True,187,True,,,,,,,,,c tchale,32a85e70
Ali Hasan,cae17490,1323418.0,Ali Hasan,unique_name,True,187,True,,,,,,,,,ali hasan,cae17490
N Krishna,c62a0327,1283119.0,N Krishna,unique_name,True,187,True,,,,,,,,,n krishna,c62a0327
Mohamed Mahfooz,44f5a3e4,386993.0,Mohamed Mahfooz,unique_name,True,187,True,,,,,,,,,mohamed mahfooz,44f5a3e4
A Husain,034d3c52,414052.0,A Husain,unique_name,True,186,True,,,,,,,,,a husain,034d3c52
J Albin,a4a53adf,1267508.0,J Albin,unique_name,True,186,True,,,,,,,,,j albin,a4a53adf
Luis Hermida,03beb59f,1182002.0,Luis Hermida,unique_name,True,185,True,,,,,,,,,luis hermida,03beb59f
Jaspal Singh,adca37a2,1369881.0,Jaspal Singh,unique_name,True,185,True,,,,,,,,,jaspal singh,adca37a2
Khin Aye,ad2efd29,1161456.0,Khin Aye,unique_name,True,185,True,,,,,,,,,khin aye,ad2efd29
PR Surve,206efeb1,1338592.0,PR Surve,unique_name,True,184,True,,,,,,,,,pr surve,206efeb1
AC Douglas,f86ce673,679551.0,AC Douglas,unique_name,True,184,True,http://www.wikidata.org/entity/Q18351321,"Allan Douglas (cricketer, born 1987)",1269925604.0,2025-01-17T03:01:06Z,Right-handed,,,Infobox cricketer,ac douglas,f86ce673
Ashiqullah Said,407d13cc,1101857.0,Ashiqullah Said,unique_name,True,183,True,,,,,,,,,ashiqullah said,407d13cc
Adnan Mirza,745c3cbc,1209272.0,Adnan Mirza,unique_name,True,183,True,,,,,,,,,adnan mirza,745c3cbc
M Kadyan,c7aae1f0,1275726.0,M Kadyan,unique_name,True,182,True,,,,,,,,,m kadyan,c7aae1f0
DJ Turkich,96013995,1323443.0,DJ Turkich,unique_name,True,182,True,,,,,,,,,dj turkich,96013995
S Koppolu,3346b14f,1325924.0,S Koppolu,unique_name,True,181,True,,,,,,,,,s koppolu,3346b14f
NN Banner,0697b5a1,1287087.0,NN Banner,unique_name,True,181,True,,,,,,,,,nn banner,0697b5a1
Samiullah Rahmani,d5c38041,250386.0,Samiullah Rahmani,unique_name,True,181,True,,,,,,,,,samiullah rahmani,d5c38041
M Cope,c83c594d,1198913.0,M Cope,unique_name,True,181,True,,,,,,,,,m cope,c83c594d
Shantanu Kaveri,091880f7,1182011.0,Shantanu Kaveri,unique_name,True,180,True,,,,,,,,,shantanu kaveri,091880f7
SH Obed,f49c401e,302866.0,SH Obed,unique_name,True,180,True,http://www.wikidata.org/entity/Q21066793,Simpson Obed,1310780879.0,2025-09-11T15:46:43Z,Right handed,Right-arm legbreak,,Infobox cricketer,sh obed,f49c401e
Ayaz Dadabhai,5c658441,1442119.0,Ayaz Dadabhai,unique_name,True,180,True,,,,,,,,,ayaz dadabhai,5c658441
S Pillai,927b34c9,1182026.0,S Pillai,unique_name,True,179,True,,,,,,,,,s pillai,927b34c9
SR Rocket,ee3bfb9b,1283124.0,SR Rocket,unique_name,True,179,True,,,,,,,,,sr rocket,ee3bfb9b
R Drake,57b3c398,1338603.0,R Drake,unique_name,True,179,True,,,,,,,,,r drake,57b3c398
D Dewald,f97e4db3,1400099.0,D Dewald,unique_name,True,178,True,,,,,,,,,d dewald,f97e4db3
Sheikh Rasik,5f25b104,1390685.0,Sheikh Rasik,unique_name,True,178,True,,,,,,,,,sheikh rasik,5f25b104
W O'Rourke,cb9b8664,1211825.0,W O'Rourke,unique_name,True,178,True,http://www.wikidata.org/entity/Q117485056,Will O%27Rourke (cricketer),,,,,,,w o'rourke,cb9b8664
Syed Rasel,b743f01b,56160.0,Syed Rasel,unique_name,True,178,True,http://www.wikidata.org/entity/Q3350081,Syed Rasel,1333040985.0,2026-01-15T09:31:06Z,Left-handed,Left-arm medium-fast,,Infobox cricketer,syed rasel,b743f01b
S Burdekin,98e3f1de,1438800.0,S Burdekin,unique_name,True,177,True,,,,,,,,,s burdekin,98e3f1de
CG Williams,e16e7347,316102.0,CG Williams,unique_name,True,177,True,,,,,,,,,cg williams,e16e7347
M Jobarteh,4a2ce060,1347284.0,M Jobarteh,unique_name,True,176,True,,,,,,,,,m jobarteh,4a2ce060
Tashi Phuntsho,43d365ca,1387415.0,Tashi Phuntsho,unique_name,True,175,True,,,,,,,,,tashi phuntsho,43d365ca
Waseem Yaqoob,06b387f1,1345170.0,Waseem Yaqoob,unique_name,True,174,True,,,,,,,,,waseem yaqoob,06b387f1
TK Lal,98dae38e,1323623.0,TK Lal,unique_name,True,174,True,,,,,,,,,tk lal,98dae38e
H Lin Oo,2e005bfd,1116749.0,H Lin Oo,unique_name,True,173,True,,,,,,,,,h lin oo,2e005bfd
Z Groenewald,017faef2,446860.0,Z Groenewald,unique_name,True,173,True,http://www.wikidata.org/entity/Q20090824,Zhivago Groenewald,1301960353.0,2025-07-22T16:31:33Z,Left-handed,,,Infobox cricketer,z groenewald,017faef2
Aslam Bera,bf50e8de,1514023.0,Aslam Bera,unique_name,True,173,True,,,,,,,,,aslam bera,bf50e8de
JW Chilia,479da8f9,420508.0,JW Chilia,unique_name,True,173,True,http://www.wikidata.org/entity/Q20740716,Jelany Chilia,1311028761.0,2025-09-13T00:04:04Z,Right handed,Right-arm Offbreak,,Infobox cricketer,jw chilia,479da8f9
J Sebanja,1e78c51c,308446.0,J Sebanja,unique_name,True,172,True,http://www.wikidata.org/entity/Q18392766,Jonathan Ssebanja,1263498362.0,2024-12-17T00:39:48Z,,,,,j sebanja,1e78c51c
Bipin Kumar,c821e504,1397988.0,Bipin Kumar,unique_name,True,172,True,,,,,,,,,bipin kumar,c821e504
IDM Latin,78f719ea,403317.0,IDM Latin,unique_name,True,172,True,,,,,,,,,idm latin,78f719ea
MTMMJ Ave,00863408,953285.0,MTMMJ Ave,unique_name,True,172,True,http://www.wikidata.org/entity/Q58008278,Ma%27ara Ave,,,,,,,mtmmj ave,00863408
JR Barry,9bc324b5,252850.0,JR Barry,unique_name,True,171,True,http://www.wikidata.org/entity/Q6272526,Jonathan Barry,1158322712.0,2023-06-03T10:22:15Z,Right-handed,Right-arm medium,,Infobox cricketer,jr barry,9bc324b5
Bukhar Illikkal,f4a2d087,1397989.0,Bukhar Illikkal,unique_name,True,171,True,,,,,,,,,bukhar illikkal,f4a2d087
Bilal Masud,643e4882,1400313.0,Bilal Masud,unique_name,True,171,True,,,,,,,,,bilal masud,643e4882
Bashir Shah,3b282e51,303338.0,Bashir Shah,unique_name,True,171,True,http://www.wikidata.org/entity/Q4866856,Bashir Shah,1220085539.0,2024-04-21T18:46:58Z,Right-handed,Left-arm off break,,Infobox cricketer,bashir shah,3b282e51
L Bonner,fd94c29f,1463241.0,L Bonner,unique_name,True,171,True,,,,,,,,,l bonner,fd94c29f
Jay Odedra,526e006d,1136106.0,Jay Odedra,unique_name,True,170,True,http://www.wikidata.org/entity/Q48415660,Jay Odedra,1263915230.0,2024-12-19T10:34:35Z,,,,,jay odedra,526e006d
K Kato-Stafford,e03ca117,1399993.0,K Kato-Stafford,unique_name,True,170,True,,,,,,,,,k kato-stafford,e03ca117
Niv Nagavkar,e2abcf16,1156432.0,Niv Nagavkar,unique_name,True,170,True,,,,,,,,,niv nagavkar,e2abcf16
Abdul Wahid,40aea524,1172281.0,Abdul Wahid,unique_name,True,169,True,,,,,,,,,abdul wahid,40aea524
MP Ainsworth,ae4a47d8,1471212.0,MP Ainsworth,unique_name,True,168,True,,,,,,,,,mp ainsworth,ae4a47d8
S Vijayakumar,44c69e2b,746453.0,S Vijayakumar,unique_name,True,168,True,http://www.wikidata.org/entity/Q26704426,Selladore Vijayakumar,1323804268.0,2025-11-23T21:15:46Z,,,,Infobox cricketer,s vijayakumar,44c69e2b
SJ Hughes-Pinan,ca72ea31,1358606.0,SJ Hughes-Pinan,unique_name,True,167,True,,,,,,,,,sj hughes-pinan,ca72ea31
AK Gokoel,2fff8b43,345286.0,AK Gokoel,unique_name,True,167,True,,,,,,,,,ak gokoel,2fff8b43
M Gouws,018f6488,1314052.0,M Gouws,unique_name,True,167,True,,,,,,,,,m gouws,018f6488
Noah Mead,0095a0e3,1447215.0,Noah Mead,unique_name,True,167,True,,,,,,,,,noah mead,0095a0e3
K Namchaikul,f4ccbe6f,1322789.0,K Namchaikul,unique_name,True,167,True,,,,,,,,,k namchaikul,f4ccbe6f
XSD Smith,f4f892a3,1463544.0,XSD Smith,unique_name,True,166,True,,,,,,,,,xsd smith,f4f892a3
Abubacarr Kuyateh,0ec45a9a,1143150.0,Abubacarr Kuyateh,unique_name,True,165,True,,,,,,,,,abubacarr kuyateh,0ec45a9a
R Dhakal,8399a7af,1111123.0,R Dhakal,unique_name,True,165,True,,,,,,,,,r dhakal,8399a7af
Muhammad Salman,460fc0ba,1457573.0,Muhammad Salman,unique_name,True,164,True,,,,,,,,,muhammad salman,460fc0ba
Ammar Khalid,af98bf5b,1150681.0,Ammar Khalid,unique_name,True,164,True,,,,,,,,,ammar khalid,af98bf5b
Mohamed Ishmath,8c7b9bfc,1411184.0,Mohamed Ishmath,unique_name,True,164,True,,,,,,,,,mohamed ishmath,8c7b9bfc
RA Abolarin,ed524599,1155530.0,RA Abolarin,unique_name,True,164,True,http://www.wikidata.org/entity/Q64010509,Rasheed Abolarin,1263918054.0,2024-12-19T11:11:41Z,,,,,ra abolarin,ed524599
E Niyomugabo,2dcac6ff,1151257.0,E Niyomugabo,unique_name,True,164,True,,,,,,,,,e niyomugabo,2dcac6ff
S Rukmal,f5be7b08,1283122.0,S Rukmal,unique_name,True,164,True,,,,,,,,,s rukmal,f5be7b08
Ma Qiancheng,91cc319d,1387425.0,Ma Qiancheng,unique_name,True,163,True,,,,,,,,,ma qiancheng,91cc319d
O Isiyaku,4a0a532f,1513981.0,O Isiyaku,unique_name,True,163,True,,,,,,,,,o isiyaku,4a0a532f
N Zimonjic,638f451b,1203875.0,N Zimonjic,unique_name,True,163,True,,,,,,,,,n zimonjic,638f451b
Syed Aqeel Israr,4286e899,1400994.0,Syed Aqeel Israr,unique_name,True,163,True,,,,,,,,,syed aqeel israr,4286e899
M Khojbariya,e1631e47,1459917.0,M Khojbariya,unique_name,True,162,True,,,,,,,,,m khojbariya,e1631e47
G Mckeon,31366b7e,1325904.0,G Mckeon,unique_name,True,162,True,,,,,,,,,g mckeon,31366b7e
Shunan Ali,3b2ca392,822517.0,Shunan Ali,unique_name,True,162,True,,,,,,,,,shunan ali,3b2ca392
T Nightingale,51a125b3,917063.0,T Nightingale,unique_name,True,162,True,http://www.wikidata.org/entity/Q63301902,Tom Nightingale,1309024638.0,2025-09-01T19:14:59Z,Right-handed,Right-arm off break,,Infobox cricketer,t nightingale,51a125b3
Mohammed Irshad,1a54d618,1397990.0,Mohammed Irshad,unique_name,True,162,True,,,,,,,,,mohammed irshad,1a54d618
R Avery,094ebfb6,893381.0,R Avery,unique_name,True,161,True,,,,,,,,,r avery,094ebfb6
DKD Warnakulasuriya,832b77c6,1283175.0,DKD Warnakulasuriya,unique_name,True,161,True,,,,,,,,,dkd warnakulasuriya,832b77c6
Jonte Smith,ae4d0b45,1350775.0,Jonte Smith,unique_name,True,160,True,,,,,,,,,jonte smith,ae4d0b45
Sami Ullah,ad05692c,1236052.0,Sami Ullah,unique_name,True,160,True,,,,,,,,,sami ullah,ad05692c
R Athapaththu,3465e307,1392854.0,R Athapaththu,unique_name,True,159,True,,,,,,,,,r athapaththu,3465e307
KB Ahir,214cf493,1182031.0,KB Ahir,unique_name,True,159,True,,,,,,,,,kb ahir,214cf493
